ID,Counts,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
ID-3637,5,F,N,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-21148,0,0,1,0,Retirement,2,-9,0
ID-7965,1,M,N,Y,2,184500,Working,Secondary / secondary special,Married,House / apartment,-11606,-1953,1,1,1,Working_etc,4,-2,1
ID-4679,5,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-10353,-1691,0,0,0,Drivers,2,-33,1
ID-2305,6,F,N,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,-10182,-971,0,0,0,Sales staff,3,-16,2
ID-2597,3,F,N,N,0,99000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21830,0,0,0,0,Retirement,1,-3,1
ID-7966,1,F,Y,N,1,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12380,-2110,0,0,0,Laborers,3,-40,2
ID-3710,6,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,0,0,0,0,Retirement,2,-22,2
ID-6221,3,M,Y,Y,0,180000,Pensioner,Higher education,Married,House / apartment,-20693,0,0,0,0,Retirement,2,-20,1
ID-2189,5,M,N,N,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23587,0,0,0,0,Retirement,2,-26,1
ID-7967,1,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20029,-10202,0,0,0,Working_etc,2,-54,0
ID-1099,9,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,0,0,0,Core staff,2,-27,1
ID-7251,3,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-12086,-4175,0,1,0,Managers,2,-38,0
ID-4953,3,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,With parents,-9538,-827,0,0,0,Medicine staff,3,-44,2
ID-7968,1,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-22024,0,0,0,0,Retirement,2,-39,0
ID-1999,5,F,N,N,2,450000,Working,Higher education,Married,House / apartment,-11870,-221,0,0,0,Core staff,4,-23,2
ID-2823,9,F,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,-11278,-2481,0,0,0,Commercial_associate_etc,3,-21,1
ID-58,6,F,N,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-23334,0,0,0,0,Retirement,2,-13,2
ID-6613,2,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-12424,-1716,0,0,0,Cooking staff,3,-58,1
ID-656,8,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,0,0,Laborers,1,-38,2
ID-4552,5,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-18650,-1892,0,0,0,Laborers,1,-38,1
ID-1123,7,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,0,Working_etc,2,-33,2
ID-7008,3,F,Y,Y,0,103500,State servant,Higher education,Separated,House / apartment,-17138,-8072,1,1,0,Core staff,1,-37,2
ID-3323,2,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-9973,-1174,0,0,0,Core staff,2,-25,2
ID-2738,14,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,-15468,-4834,0,0,1,Working_etc,2,-60,2
ID-1231,6,F,N,N,1,121500,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,0,0,Core staff,3,-45,2
ID-1118,6,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,With parents,-10097,-3052,0,0,0,Laborers,1,-7,1
ID-1430,4,F,Y,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-13354,-2727,0,0,0,Laborers,1,-19,2
ID-7439,2,F,Y,Y,1,180000,Working,Higher education,Married,House / apartment,-15496,-2590,0,0,0,Core staff,3,-30,2
ID-3171,7,F,N,Y,0,216000,Pensioner,Higher education,Single / not married,House / apartment,-20388,0,0,0,0,Retirement,1,0,1
ID-7969,1,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,-22827,0,0,0,0,Retirement,2,-17,2
ID-3154,7,M,Y,Y,0,450000,Working,Secondary / secondary special,Single / not married,House / apartment,-15960,-3574,0,0,0,High skill tech staff,1,-6,2
ID-4316,3,F,Y,N,0,180000,Working,Incomplete higher,Married,With parents,-10824,-762,0,0,0,Managers,2,-13,1
ID-1239,2,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17108,-901,0,0,1,Cleaning staff,2,-15,2
ID-1613,5,F,N,Y,0,157500,Pensioner,Higher education,Married,House / apartment,-22414,0,0,1,0,Retirement,2,-40,0
ID-79,12,F,Y,Y,1,225000,Working,Higher education,Separated,House / apartment,-14816,-1672,0,0,0,Core staff,2,-6,2
ID-982,5,F,N,Y,0,121500,Working,Secondary / secondary special,Civil marriage,House / apartment,-18513,-8163,0,0,0,High skill tech staff,2,-2,1
ID-4463,4,F,Y,N,0,216000,Working,Higher education,Married,Municipal apartment,-11974,-282,0,1,0,Sales staff,2,-1,1
ID-810,11,F,N,N,2,139500,Working,Incomplete higher,Married,With parents,-13166,-2988,1,1,0,Core staff,4,-52,2
ID-2467,6,F,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-22334,-14810,0,0,0,Medicine staff,2,-60,2
ID-5745,4,M,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20154,-5706,1,0,0,Drivers,2,-2,1
ID-2269,4,F,Y,N,0,95850,Commercial associate,Secondary / secondary special,Married,House / apartment,-18931,-6678,1,0,0,Laborers,2,-49,2
ID-5972,2,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19452,-3017,0,1,0,Laborers,2,-6,0
ID-528,8,M,Y,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,-18543,-1353,0,0,0,Working_etc,2,-7,2
ID-901,7,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-12488,-747,0,0,1,Laborers,2,0,1
ID-7970,1,M,N,Y,0,144000,Pensioner,Incomplete higher,Married,House / apartment,-22222,0,0,1,0,Retirement,2,-13,2
ID-986,7,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-10640,-1494,1,1,0,Laborers,4,-31,2
ID-4546,3,F,N,Y,0,382500,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,0,0,Private service staff,1,-51,2
ID-7971,1,F,N,Y,1,234000,State servant,Secondary / secondary special,Civil marriage,With parents,-14824,-5831,0,0,0,Cooking staff,3,-4,2
ID-7972,1,F,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-10943,-2346,0,0,0,Private service staff,2,-1,0
ID-4860,2,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17798,-859,0,0,0,Sales staff,2,-25,2
ID-7973,1,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11586,-4147,0,0,1,Laborers,2,-20,2
ID-7974,1,F,N,Y,2,135000,State servant,Higher education,Married,House / apartment,-10932,-1680,0,0,0,State_servant_etc,4,-42,2
ID-559,7,M,Y,N,2,234000,State servant,Secondary / secondary special,Married,House / apartment,-10293,-3243,0,1,0,Laborers,4,-39,2
ID-6404,5,F,N,Y,1,112500,State servant,Secondary / secondary special,Married,House / apartment,-17956,-9363,0,0,0,Core staff,3,-42,0
ID-7420,3,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-12872,-3720,1,0,0,Sales staff,3,-37,2
ID-7218,4,F,Y,Y,1,292500,Working,Secondary / secondary special,Separated,With parents,-13284,-4439,0,0,0,Sales staff,2,-28,2
ID-679,5,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18179,-2773,0,1,0,Sales staff,2,-46,1
ID-7390,2,F,N,N,1,112500,Working,Secondary / secondary special,Separated,House / apartment,-10036,-2560,1,1,0,Core staff,2,-3,0
ID-104,5,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-15994,-2537,0,1,0,Sales staff,1,-3,1
ID-2940,7,F,N,Y,0,450000,Working,Secondary / secondary special,Married,House / apartment,-21480,-4660,1,0,0,Working_etc,2,-20,2
ID-6818,5,M,Y,N,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16173,-2862,0,0,0,Managers,3,-27,2
ID-1509,12,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,0,Sales staff,2,-10,2
ID-2505,3,F,N,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-11591,-2501,0,0,0,Commercial_associate_etc,2,-1,1
ID-1271,7,F,Y,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,0,0,0,Accountants,2,-60,2
ID-626,6,M,Y,Y,1,292500,Working,Secondary / secondary special,Married,House / apartment,-16666,-4469,0,1,0,Laborers,3,-12,2
ID-3926,3,F,N,Y,0,360000,State servant,Secondary / secondary special,Separated,House / apartment,-11958,-2816,0,0,0,Medicine staff,1,-57,2
ID-5572,8,M,Y,N,0,148500,State servant,Secondary / secondary special,Married,House / apartment,-10325,-3026,1,0,0,State_servant_etc,2,-7,1
ID-1483,13,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14330,-1936,0,0,0,Sales staff,2,-32,2
ID-1586,6,F,N,N,1,157500,Commercial associate,Incomplete higher,Married,With parents,-11941,-2760,0,0,0,Commercial_associate_etc,3,-50,2
ID-2282,9,F,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-16616,-2722,1,1,0,Realty agents,3,-45,2
ID-1687,6,F,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-16949,-1371,0,0,0,Managers,2,-15,1
ID-4241,4,F,N,N,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22968,0,0,0,0,Retirement,1,-25,2
ID-7975,2,M,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196,-6218,1,1,0,Laborers,2,-39,2
ID-3787,9,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22799,0,0,0,0,Retirement,2,-24,2
ID-2985,6,F,N,Y,0,171000,Working,Secondary / secondary special,Single / not married,House / apartment,-19881,-8405,0,1,0,Accountants,1,-46,2
ID-5940,4,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20692,0,0,1,0,Retirement,1,-12,0
ID-1724,11,F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-15761,-3173,0,0,0,Laborers,4,-28,2
ID-1493,5,F,N,N,0,252000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21100,0,0,0,0,Retirement,2,-38,2
ID-6764,2,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18871,-3482,0,0,0,Security staff,2,-48,2
ID-7046,2,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13829,-3248,0,1,0,High skill tech staff,3,-15,2
ID-4457,6,M,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-20770,-623,1,0,0,Cooking staff,2,-8,2
ID-7976,1,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,With parents,-11453,-277,0,0,0,Medicine staff,2,0,1
ID-727,24,F,N,Y,1,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,0,0,0,Waiters/barmen staff,2,-18,1
ID-3525,3,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-20440,-1987,0,0,0,Medicine staff,2,-22,2
ID-7977,2,F,N,N,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14619,-918,0,0,0,Core staff,3,-5,2
ID-7978,1,F,N,Y,0,202500,Working,Higher education,Single / not married,House / apartment,-16471,-1312,0,1,0,Sales staff,1,-45,2
ID-5449,6,F,N,Y,0,193500,State servant,Secondary / secondary special,Married,Office apartment,-22168,-10155,0,0,0,Cooking staff,2,-16,2
ID-3651,5,F,N,Y,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-12946,-341,0,1,1,Sales staff,2,-17,1
ID-3284,6,F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18341,-5574,1,1,0,Laborers,2,-48,2
ID-7261,4,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16277,-6979,0,0,0,High skill tech staff,2,-42,2
ID-2989,9,F,Y,N,1,162000,Working,Secondary / secondary special,Separated,House / apartment,-14786,-4601,0,0,0,Sales staff,2,-17,2
ID-612,7,F,N,Y,0,193500,State servant,Higher education,Married,House / apartment,-11124,-1159,0,0,0,Core staff,2,-19,2
ID-6155,3,F,Y,Y,3,157500,Working,Higher education,Married,House / apartment,-12843,-755,0,0,0,Core staff,5,-14,2
ID-5494,2,F,N,Y,0,225000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-23248,-8710,1,1,0,Laborers,2,-52,2
ID-6214,2,F,Y,Y,0,405000,Working,Incomplete higher,Civil marriage,House / apartment,-12458,-2076,1,0,0,Sales staff,2,-51,2
ID-4102,4,M,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9435,-1472,0,1,0,Laborers,1,-10,1
ID-3953,6,M,Y,Y,0,405000,Working,Higher education,Married,House / apartment,-10772,-546,0,0,0,Managers,2,-33,2
ID-3326,6,F,Y,N,1,166500,State servant,Higher education,Married,House / apartment,-14489,-5819,0,0,0,Medicine staff,3,-38,2
ID-6661,3,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,-12002,-1251,1,0,0,Managers,4,-46,2
ID-221,2,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276,-1128,0,1,0,Accountants,2,-7,2
ID-3674,4,M,N,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-11616,-3344,1,1,0,Laborers,2,-12,0
ID-5697,2,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-18950,-2021,0,0,0,Working_etc,2,-30,2
ID-4199,6,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,-17533,-3776,0,0,0,Medicine staff,1,-28,2
ID-2032,5,M,Y,N,1,378000,State servant,Higher education,Married,House / apartment,-14264,-2738,0,0,0,State_servant_etc,3,-18,2
ID-4227,9,F,N,Y,0,126000,Working,Secondary / secondary special,Separated,House / apartment,-21646,-1283,1,1,0,Cleaning staff,1,-13,1
ID-7979,2,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18945,-5340,1,0,0,High skill tech staff,2,-57,2
ID-69,4,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-15462,-2969,0,0,1,Medicine staff,2,-28,2
ID-7980,2,F,Y,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-15055,-5238,1,1,1,Managers,2,-57,2
ID-5726,2,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-12334,-349,0,0,0,Working_etc,3,-36,0
ID-7981,1,F,N,N,0,99000,Working,Higher education,Single / not married,House / apartment,-9135,-765,1,1,0,Core staff,1,-2,1
ID-3135,2,F,Y,Y,0,270000,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,0,1,1,High skill tech staff,2,-43,2
ID-4390,7,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-24194,0,0,0,0,Retirement,2,-6,1
ID-7982,1,M,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,-11653,-1617,1,0,0,High skill tech staff,3,-53,2
ID-4654,4,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-16601,-2859,0,0,0,Working_etc,2,-41,2
ID-2512,5,M,Y,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,-20816,-484,0,0,0,Laborers,2,-42,2
ID-7983,1,F,N,Y,1,49500,Working,Higher education,Single / not married,House / apartment,-19606,-12513,0,0,0,Laborers,2,-14,1
ID-1263,9,M,N,N,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-15213,-1331,0,0,0,Drivers,1,-14,0
ID-7984,1,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,-11241,-1327,0,0,0,Laborers,3,-17,2
ID-578,3,F,N,N,0,202500,State servant,Higher education,Married,With parents,-14562,-1287,0,1,0,Core staff,2,-23,2
ID-7985,1,F,N,N,0,91530,Working,Secondary / secondary special,Single / not married,House / apartment,-21804,-1627,1,0,0,Managers,1,-11,0
ID-3015,5,F,Y,N,2,270000,Working,Secondary / secondary special,Married,With parents,-13258,-2300,0,0,0,Managers,4,-30,2
ID-1655,4,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,0,0,Waiters/barmen staff,2,-5,1
ID-7986,1,F,N,Y,0,90000,Working,Higher education,Single / not married,House / apartment,-11848,-467,0,0,0,Laborers,1,-7,2
ID-4293,5,M,Y,Y,0,292500,Working,Secondary / secondary special,Married,House / apartment,-15351,-566,0,0,0,Drivers,2,-59,2
ID-4882,4,F,N,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,-18067,-6517,1,1,1,High skill tech staff,2,-53,2
ID-2615,12,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,0,0,0,Medicine staff,1,-40,1
ID-4415,6,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-10847,-2712,0,0,0,Laborers,2,-32,1
ID-1739,8,F,N,Y,0,315000,Working,Higher education,Married,House / apartment,-15527,-3792,1,1,0,Accountants,2,-40,0
ID-1724,11,F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-15761,-3173,0,0,0,Laborers,4,-4,2
ID-2107,12,M,Y,Y,1,180000,Working,Higher education,Married,House / apartment,-14082,-1800,0,0,0,Managers,3,-36,0
ID-7987,1,F,N,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12848,-3960,0,0,0,Core staff,4,-23,2
ID-960,9,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10438,-2264,0,1,0,Commercial_associate_etc,2,-34,2
ID-1901,7,M,Y,Y,1,324000,Working,Higher education,Married,House / apartment,-11296,-3181,1,1,0,High skill tech staff,3,-36,2
ID-171,5,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15499,-869,0,0,0,Private service staff,2,0,0
ID-2707,10,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-18549,-1160,1,0,0,Working_etc,2,-5,0
ID-740,2,M,Y,Y,2,270000,Commercial associate,Incomplete higher,Married,House / apartment,-15934,-3684,1,0,0,Managers,4,-9,2
ID-1074,3,M,Y,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-18475,-1782,0,0,0,Cleaning staff,1,-36,1
ID-4395,3,M,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-11917,-126,0,0,0,Waiters/barmen staff,1,-16,2
ID-5977,2,F,Y,Y,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,-21361,0,0,0,0,Retirement,2,-4,2
ID-694,8,F,Y,N,1,337500,Working,Higher education,Married,House / apartment,-10542,-2607,0,0,0,Working_etc,3,-24,1
ID-6526,2,F,N,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-11221,-4244,1,1,0,Laborers,4,-29,2
ID-5644,7,F,N,Y,0,103500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23751,0,0,0,0,Retirement,1,-15,0
ID-3698,6,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-17348,-2420,0,0,0,Managers,2,-34,2
ID-6842,3,F,N,Y,2,135000,Working,Secondary / secondary special,Separated,Rented apartment,-12490,-726,0,0,0,Laborers,3,-20,0
ID-1582,6,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20462,0,0,1,0,Retirement,1,-5,0
ID-4472,2,M,Y,N,0,202500,Working,Secondary / secondary special,Married,With parents,-13720,-1394,0,0,0,Laborers,2,-42,2
ID-1992,13,F,N,N,0,90000,Working,Higher education,Separated,House / apartment,-21887,-1526,0,0,0,Core staff,1,-3,1
ID-6454,7,F,N,Y,2,90000,Working,Secondary / secondary special,Married,With parents,-13847,-366,0,1,0,Medicine staff,4,-9,0
